code,kartez,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,lf_petiole_ind,mass,d15N,d13C,pN,pC,cn,stm_wet,stm_len,stm_d1,stm_d2,rt_wet,rt_len,rt_d1,rt_d2,stm_dry1,stm_dry2,rt_dry1,rt_dry2,length,diam.95%,volume,wet,dry,seed_mass_sum,seed_n
703,CRCR3,B,0.2378,6,TRUE,0.0592,0.0086,FALSE,3.236,4.533444444444445,-27.508555555555557,1.6026959866074266,35.06263357528188,21.877282945908018,0.1146,25.5,2.4,2.1,0.0709,18.3,2.2,2,0.0304,0.0301,0.0221,0.0226,NA,NA,NA,NA,NA,3.869,13
704,CRCR3,B,0.333,8,TRUE,0.0846,0.0109,FALSE,3.241,5.943444444444445,-29.911555555555555,1.1935017419381828,34.91845723003162,29.257148107153927,0.0252,19.2,0.7,1.2,0.0262,26,1.1,0.9,0.0069,0.0059,0.0068,0.0073,NA,NA,NA,NA,NA,NA,NA
705,CRCR3,B,0.212,4,TRUE,0.0517,0.0087,FALSE,3.027,4.145444444444445,-29.292555555555555,1.3743983032589404,35.468331891896575,25.80644330525941,0.0429,21.9,1.7,1.1,0.024,24.5,1,0.8,0.0091,0.0086,0.006,0.0059,NA,NA,NA,3.7,0.19,3.131,13
706,IPPU4,G,0.315,7,TRUE,0.1015,0.0157,FALSE,3.178,3.0794444444444444,-28.098555555555556,1.8858000396629313,43.52208806846148,23.07884566395525,0.0462,16.3,1.9,1.5,0.0378,37.5,1.2,0.6,0.0113,0.0114,0.0115,0.0116,NA,NA,NA,6.41,0.215,NA,NA
707,IPPU4,G,0.1825,6,TRUE,0.0513,0.0084,FALSE,NA,NA,NA,NA,NA,NA,0.0217,21,0.9,0.9,0.0141,12.5,0.9,1.1,0.0054,0.0051,0.0043,0.0046,NA,NA,NA,1.34,0.32,NA,NA
708,IPPU4,G,0.2933,6,TRUE,0.0823,0.0125,FALSE,3.031,3.639444444444445,-27.464555555555556,2.1445352724247506,43.14686561968951,20.119447870356016,0.046,18.8,1.7,1.5,0.0184,16.4,1.2,0.6,0.0116,0.0116,0.0059,0.006,NA,NA,NA,NA,NA,NA,NA
709,IPPU4,G,0.191,4,TRUE,0.0575,0.0094,FALSE,NA,NA,NA,NA,NA,NA,0.0625,30.2,1.3,1.6,0.0128,17.1,1.2,0.5,0.0138,0.0137,0.0034,0.0042,NA,NA,NA,17.03,1.383,NA,NA
710,IPPU4,G,0.3414,7,TRUE,0.0986,0.0146,FALSE,3.287,3.8754444444444447,-27.682555555555556,2.49594365575176,45.15670987381014,18.092038964801578,0.0723,37.1,1.3,1.1,0.0173,19.7,1.6,1.3,0.0192,0.0183,0.0052,0.005,NA,NA,NA,NA,NA,NA,NA
711,LAOCO,G,0.49379999999999996,6,TRUE,0.0883,0.0148,FALSE,3.145,5.064444444444445,-29.108555555555554,1.3990696966306824,38.456056412234496,27.48687681882219,0.1489,45,2,1.6,0.3304,40.1,3.5,2.5,0.0474,0.0473,0.0891,0.089,NA,NA,NA,NA,NA,15.659,15
712,LAOCO,G,0.7508,7,TRUE,0.1208,0.0224,FALSE,3.307,6.916444444444445,-28.632555555555555,1.7717298545484992,38.623564828200266,21.799917594120434,0.1043,28.7,1.9,2.1,0.4018,35.5,4,2.8,0.0338,0.0336,0.1054,0.1048,NA,NA,NA,0.792,0.03,9.366,9
713,LAOCO,G,0.3262,6,TRUE,0.0497,0.0098,FALSE,3.258,5.5984444444444446,-28.336555555555556,3.1158701584448893,41.99147394456573,13.47664434307603,0.0507,39.1,1.5,1.3,0.0994,42.5,1.9,0.9,0.0134,0.0138,0.0224,0.0226,NA,NA,NA,NA,NA,7.599,9
714,LAOCO,G,0.1993,7,TRUE,0.0271,0.005,FALSE,NA,NA,NA,NA,NA,NA,0.0668,29.3,1.3,1.6,NA,NA,NA,NA,0.0201,0.0196,NA,NA,NA,NA,NA,0.76,0.07,6.053,7
715,LAOCO,G,0.1773,6,TRUE,0.0208,0.0044,FALSE,NA,NA,NA,NA,NA,NA,0.0816,35.6,1.6,1.6,0.266,42.6,3,2.1,0.0222,0.0239,0.0649,0.0646,NA,NA,NA,NA,NA,7.417,9
716,GASUN,G,1.0745,5,TRUE,0.1903,0.0404,FALSE,3.188,5.180444444444445,-27.703555555555553,2.027103817188838,45.64199033340234,22.51586225943676,0.1763,27.7,3,2.4,0.4271,25.7,5.2,4.1,0.0411,0.0413,0.1027,0.1018,NA,NA,NA,16.18,1.24,NA,NA
717,GASUN,G,1.8047,6,TRUE,0.2955,0.0573,FALSE,3.214,4.293444444444445,-28.639555555555557,0.8721992479729754,40.857386535620535,46.844097413033396,0.2823,34.3,2.8,3.5,0.1296,21.1,3,2.2,0.0578,0.0576,0.0351,0.0351,NA,NA,NA,NA,NA,NA,NA
718,GASUN,G,1.2855,5,TRUE,0.2146,0.0434,FALSE,3.018,5.839444444444445,-27.095555555555556,2.462738989200875,45.83764186266353,18.612464440471307,0.2654,46,2.7,2.2,0.1553,43.6,2.7,1.2,0.0506,0.0502,0.0376,0.0375,NA,NA,NA,NA,NA,NA,NA
719,GASUN,G,0.9432,5,TRUE,0.1739,0.036,FALSE,NA,NA,NA,NA,NA,NA,0.1517,42,2.1,1.5,0.0699,22.5,2.2,1.6,0.0273,0.0273,0.0142,0.0136,NA,NA,NA,7.72,0.41,NA,NA
720,GASUN,G,0.8916,5,TRUE,0.1428,0.0289,FALSE,NA,NA,NA,NA,NA,NA,0.1425,44.8,1.4,1.9,0.0584,33.8,1.6,0.8,0.0296,0.0293,0.0134,0.0131,NA,NA,NA,5.37,0.22,NA,NA
721,PHCR,G,0.2735,9,TRUE,0.0619,0.0088,FALSE,3.032,2.2014444444444443,-28.944555555555556,2.7370260862018845,46.0990671614052,16.842757690108808,0.1769,33.9,2.5,2.4,0.1812,13.7,3.9,3.8,0.0251,0.0252,0.041,0.0411,NA,NA,NA,17.54,1.84,NA,NA
722,PHCR,G,0.2418,6,TRUE,0.0814,0.0101,FALSE,3.022,2.6654444444444447,-26.101555555555557,2.31599437419177,40.9808744196008,17.694721056437025,0.0746,33.8,1.6,1.5,0.1906,33.5,2.9,1.9,0.0134,0.0127,0.0409,0.0407,NA,NA,NA,NA,NA,NA,NA
723,PHCR,G,0.3085,6,TRUE,0.106,0.0119,FALSE,3.205,3.174444444444445,-29.427555555555553,2.3546350252871338,45.27069415501794,19.226204345404845,0.179,31.5,2.8,2.7,0.1558,22.8,3,1.7,0.0293,0.029,0.0363,0.036,NA,NA,NA,7.26,1.34,NA,NA
724,PLPA2,B,0.9093,4,TRUE,0.2622,0.057,FALSE,3.2,0.9984444444444447,-28.071555555555555,1.6852619287690966,44.425270471204975,26.361047925441998,NA,NA,NA,NA,0.1582,23.2,2.3,2.4,NA,NA,0.0584,0.0583,NA,NA,NA,13.74,1.133,NA,NA
725,PLPA2,B,0.7252000000000001,3,TRUE,0.1655,0.0339,FALSE,3.084,0.20544444444444465,-27.581555555555553,0.8190007812986566,44.99734505473845,54.94176084104337,NA,NA,NA,NA,0.0265,15.9,1.7,1,NA,NA,0.0108,0.0102,NA,NA,NA,NA,NA,NA,NA
726,PLPA2,B,1.0773000000000001,5,TRUE,0.3024,0.0761,FALSE,3.057,1.3024444444444447,-28.240555555555556,0.8836611992309973,42.909112725443514,48.558330684639095,0.2092,11.2,5.2,2.6,0.0426,12.7,2.1,1.7,0.0486,0.0486,0.0176,0.0172,NA,NA,NA,4.12,0.19,NA,NA
727,CINE,G,2.9356,1,TRUE,1.9592,0.3378,FALSE,3.103,6.282444444444445,-26.070555555555554,1.8529035019367681,44.885608422801184,24.224471687750604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,CINE,G,1.9764,1,TRUE,0.8039,0.2092,FALSE,3.055,6.764444444444445,-28.683555555555554,2.0370087440664504,46.12449269166745,22.64324727423104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,CINE,G,2.5022,1,TRUE,1.4965,0.2954,FALSE,3.018,4.641444444444445,-28.084555555555553,1.2705292568650666,46.38625868858412,36.50939829834274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,COEQ,G,1.3708,6,TRUE,0.1738,0.0357,FALSE,3.114,3.894444444444445,-28.798555555555556,3.0534096852905646,46.46698874181728,15.218065550019846,0.1077,39.1,1.6,1.2,NA,NA,NA,NA,0.0207,0.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,OECA10,B,1.1702,5,TRUE,0.2516,0.0384,FALSE,3.237,4.277444444444445,-28.474555555555554,1.2901479707340664,41.031419785262464,31.803654089318506,0.1218,36.2,1.9,2.1,0.2222,21.6,4.1,2.8,0.0236,0.0234,0.0352,0.0347,NA,NA,NA,NA,NA,NA,NA
732,OECA10,B,0.7942,5,TRUE,0.1547,0.0276,FALSE,3.048,2.9834444444444443,-28.576555555555554,1.1075868966557865,41.57019112870249,37.53221643757094,0.0609,24.4,1.8,1.4,0.1064,41,2.2,1,0.0137,0.0131,0.0222,0.0217,NA,NA,NA,6.67,0.283,NA,NA
733,OECA10,B,1.3231,6,TRUE,0.3091,0.0499,FALSE,3.141,3.179444444444445,-26.038555555555554,1.929189962154476,42.32578366093218,21.939666124772753,0.137,28,2.3,2.2,0.7183,58.1,4.4,3.5,0.0297,0.0296,0.1213,0.1207,NA,NA,NA,NA,NA,NA,NA
734,BELY,B,6.5057,4,TRUE,1.2469,0.2452,FALSE,3.28,0.19144444444444464,-30.004555555555555,3.3850143546491887,45.69872726871267,13.500305310654653,0.147,7.7,4.1,4.9,2.8625,24.7,13.2,11.5,0.031,0.0307,0.6974,0.6939,NA,NA,NA,53.08,4.67,NA,NA
735,THAC,C,NA,NA,NA,NA,NA,NA,3.038,1.8014444444444446,-27.316555555555556,1.5581222936786203,44.370075615950576,28.476632287441223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,THAC,C,NA,NA,NA,NA,NA,NA,3.02,2.059444444444445,-26.255555555555556,1.5748725658842062,43.90156252768044,27.876263437881448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,THAC,C,NA,NA,NA,NA,NA,NA,3.173,0.9354444444444447,-27.521555555555555,1.1828378670294815,43.883954040785625,37.100565736023945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,SEDI3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.31,2
739,SEDI3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,SEDI3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.955,3
741,GACO5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.012,3
742,SEDI3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,HYFIC,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.307,2
746,GACO5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,CHAL11,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16,11
748,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,ACNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.703,20
750,APRAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.625,19
751,APRAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.428,18
752,APRAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.232,20
753,APRAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.717,20
754,APRAH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.698,20
755,ASFE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.623,11
756,ASFE2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.128,17
757,ASNU4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.754,19
758,BELY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.642,5
759,BOER4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.296,13
760,BREUC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.955,12
761,BREUC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.922,7
762,CHAL11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767,7
763,CHAL11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929,3
764,CHAL11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.672,9
765,CHCO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.349,4
766,CHCO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.67,11
767,CHCO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.393,20
768,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,7
769,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256,2
770,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.545,7
771,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.042,4
772,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.438,7
773,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791,12
774,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.842,12
775,CHER2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.637,12
776,CINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.918,6
777,CINE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.011,6
778,CRCR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.283,3
779,CRCR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.609,14
780,CRCR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.443,9
781,DEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.207,16
782,DEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.565,20
783,DEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.547,20
784,DEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.469,20
785,DEPI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.322,19
786,ELEL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.085,12
787,ELEL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.99,12
788,ELEL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.967,13
789,ELEL5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.947,8
790,ENDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.089,20
791,EPTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.833,5
792,EPTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.971,7
793,EVNU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32,2
794,GUSA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.131,11
795,GUSA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.488,6
796,HODR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.565,9
797,HODR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.014,9
798,HODR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.481,6
799,HODR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.813,1
800,HODR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.448,14
801,LATR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.444,11
802,LATR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.002,15
803,LATR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.046,14
804,LATR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.735,7
805,LATR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.239,10
806,LEFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.105,4
807,LIPU4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,13
808,LIPU4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.524,18
809,MAGR10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.097,17
810,MAGR10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,2
811,MUAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523,4
812,MUAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,1
813,MUAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.486,20
814,MUAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451,2
815,MUAR2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.123,10
816,OECA10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,20
817,OECA10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.418,20
818,OECA10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.679,20
819,PEFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.211,20
820,PEFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.064,16
