code,kartez,site,lf_sum_area,lf_n_pieces,lf_whole_ind,lf_wet_mass,lf_dry_mass,lf_petiole_ind,mass,d15N,d13C,pN,pC,cn,stm_wet,stm_len,stm_d1,stm_d2,rt_wet,rt_len,rt_d1,rt_d2,stm_dry1,stm_dry2,rt_dry1,rt_dry2,length,diam.95%,volume,wet,dry,seed_mass_sum,seed_n
471,PLPA2,G,0.2411,7,TRUE,0.0512,0.0088,FALSE,3.288,4.084133333333333,-29.16166666666667,2.914344766531124,46.33051197363409,15.897402567363436,NA,NA,NA,NA,0.0084,20.7,0.9,0.4,NA,NA,0.0011,0.001,NA,NA,NA,NA,NA,NA,NA
472,PLPA2,G,0.1428,7,TRUE,0.0196,0.0042,FALSE,1.295,2.5413333333333332,-28.351666666666667,2.868355883599726,45.006285700739255,15.69062122244654,NA,NA,NA,NA,0.005,29.2,0.2,0.6,NA,NA,6e-4,3e-4,NA,NA,NA,NA,NA,NA,NA
473,OECA10,G,0.8709,7,TRUE,0.1697,0.0209,FALSE,3.205,5.278528571428572,-28.101714285714284,4.582221274755489,41.523599855018645,9.061893209693235,NA,NA,NA,NA,0.0257,21.2,0.8,1.2,NA,NA,0.002,0.002,NA,NA,NA,NA,NA,NA,NA
474,OECA10,G,0.3893,5,TRUE,0.0613,0.0063,FALSE,1.288,5.568528571428572,-28.532714285714285,5.276223134596891,42.90164660963318,8.131128179231357,NA,NA,NA,NA,0.0087,19.5,0.3,1,NA,NA,8e-4,7e-4,NA,NA,NA,NA,NA,NA,NA
475,OECA10,G,0.44930000000000003,6,TRUE,0.0943,0.0128,FALSE,3.28,7.481528571428572,-27.881714285714285,3.833206695891212,40.49133303472098,10.56330541166052,NA,NA,NA,NA,0.0085,15.1,0.9,0.5,NA,NA,9e-4,8e-4,NA,NA,NA,NA,NA,NA,NA
476,CHER2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.58861903,0.0532711998999999,0.07380773246,120.61,5.921,NA,NA
477,CHER2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.110052749,0.0545800436499999,0.065255865407,84.54,4.161,NA,NA
478,CHER2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.23779908,0.0723984063,0.17395288015,232.18,10.722,NA,NA
479,MELE2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.12007791,0.0491119335999999,0.086524290676,92.38,5.646,NA,NA
480,MELE2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.84740731,0.0557650171,0.09981218858,111.73,7.081,NA,NA
481,MELE2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.65933371,0.0389992506,0.058337932938,209.43,5.382,NA,NA
482,HODR,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.206572849,0.040109277,0.005638723844,29.87,1.443,NA,NA
483,HODR,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.144075993,0.0280164376,0.003556849203,17.95,0.662,NA,NA
484,HODR,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.461301996,0.029307932,0.0048332008446,15.29,1.32,NA,NA
485,THAC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.51619891,0.071420806,0.11259430339,143.94,14.405,NA,NA
486,THAC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.502934961,0.079250937,0.167953987989,194.53,34.39,NA,NA
487,THAC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2555083,0.06292195,0.13047308512,114.32,17.27,NA,NA
488,LATR2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03357983,0.032846954,0.003585087033,7.08,0.443,NA,NA
489,LATR2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.74694385,0.0192766516,0.002128150083,7.43,0.25,NA,NA
490,LATR2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8896,26.6,5.6,6.3,NA,NA,0.4673,0.4686,NA,NA,NA,NA,NA,NA,NA
491,LATR2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3531,17.2,4.6,4.8,NA,NA,0.1696,0.1709,NA,NA,NA,NA,NA,NA,NA
492,LATR2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3758,28.3,7.3,7,NA,NA,0.706,0.7037,NA,NA,NA,NA,NA,NA,NA
493,LIPU4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.124657726,0.026274481,0.010603208532,26.54,0.995,NA,NA
494,LIPU4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8870976,0.03837193245,0.0081925674,9.71,1.065,NA,NA
495,LIPU4,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57694839,0.0236172146499999,0.001838653904,3.98,0.25,NA,NA
496,SPPO6,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.818841402,0.0342695465999999,0.0138934520895,16.67,1.61,NA,NA
497,SPPO6,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.191879334,0.0508373708,0.010106001008,13.64,1.25,NA,NA
498,SPPO6,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.204607753,0.0338411701,0.0197799856077,51.06,2.85,NA,NA
499,TILA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.220014847,0.035927468,0.021958982988,17.53,1.14,NA,NA
500,TILA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.71491765,0.052472395,0.049389600378,54.1,3.91,NA,NA
501,TILA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.844682404,0.0222253935999999,0.012098627009,37.45,1.262,NA,NA
502,KAPA,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.619338854,0.0386263965,0.036740332532,22.23,1.41,NA,NA
503,KAPA,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.124107786,0.0343176424,0.014098411579,18.27,1.4,NA,NA
504,KAPA,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.478003894,0.0413194215,0.047533477384,23.46,1.907,NA,NA
505,APRAH,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.35944723,0.0286911446999999,0.016022563304,28.46,1.787,NA,NA
506,APRAH,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.930090842,0.0223553859999999,0.0149357744474,30.56,1.684,NA,NA
507,APRAH,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.87245509,0.0311673142499999,0.014909190793,32.17,1.953,NA,NA
508,ALIN,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.049977867,0.0368902501,0.02019338976,19.38,1.74,NA,NA
509,ALIN,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.690073534,0.03400863,0.012579440557,20.34,1.15,NA,NA
510,ALIN,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.179994057,0.0329054025999999,0.0143549485963,14.47,1.435,NA,NA
511,SEDI3,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.467350585,0.0591312557999999,0.026712076239,24.85,4.656,NA,NA
512,CHSE7,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.32529181,0.0194729492,0.00373705949999999,8.94,0.852,NA,NA
513,CHSE7,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1785963,0.0202818803499999,0.00209315824,2.52,0.49,NA,NA
514,CHSE7,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66846295,0.015713707,0.00108686266,3.21,0.11,NA,NA
515,GUSA2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2912907,0.0621250802,0.10878841367,79.95,8.94,NA,NA
516,GUSA2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.91803283,0.0418188568,0.094726848137,123.67,6.85,NA,NA
517,GUSA2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.580859134,0.055210835,0.206575108025,293.78,11.21,NA,NA
518,ASFE2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12605492,0.067928158,0.016933959911,23.96,4.99,NA,NA
519,ASFE2,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.802836901,0.0615819668,0.127519619112,232.53,46.82,NA,NA
520,BOBA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.36166891,0.0295056254499999,0.015533463231,21.63,4.02,NA,NA
521,BOBA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.93616891,0.0262232385999999,0.01750350806,21.65,2.796,NA,NA
522,BOBA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.06080257,0.0278602402499999,0.0214503262415,35.54,3.98,NA,NA
523,SATR12,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.844859626,0.0399830741999999,0.0968902147935,98.95,14.11,NA,NA
524,SATR12,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.005556241,0.0362814464,0.0566604167149999,102.46,6.94,NA,NA
525,SATR12,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.430673506,0.03971912,0.060231333265,79.76,8.07,NA,NA
526,PEFE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.82422075,0.139242579999999,0.49475179997,537.81,45.54,NA,NA
527,PEFE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.00416936,0.197344000999999,0.50392547118,468.06,66.09,NA,NA
528,PEFE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4863838799999,0.2036286175,0.69688327376,538.89,71.09,NA,NA
529,BAABA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.74692538,0.0707364925,0.216140795,178,8.39,NA,NA
530,BAABA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.279764464,0.0651269704,0.055453730292,55.87,3.921,NA,NA
531,BAABA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.309339498,0.0639624595,0.1744760512286,233.45,14.83,NA,NA
532,MUAR,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.68060161,0.128567365,0.347405709534,335.43,86.15,NA,NA
533,MUAR,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.412496528,0.1045582375,0.59066477224,544.65,142.91,NA,NA
534,MUAR,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0664291199999,0.1525309785,0.26192443593,199.81,65.07,NA,NA
535,LEFE,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.598171144,0.0347751982499999,0.0083759610036,11.43,0.778,NA,NA
536,LEFE,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.998423265,0.02112158475,0.0076115663098,4.72,0.235,NA,NA
537,LEFE,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.833880764,0.0402091926499999,0.0162488894985,13.33,0.77,NA,NA
538,MAPIP,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0561737,0.04485837185,0.0808382312669,106.6,4.43,NA,NA
539,MAPIP,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.62969675,0.053887918,0.110228178182,108.84,7.18,NA,NA
540,MAPIP,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.692365318,0.04691419865,0.117352686907999,149.53,7.9,NA,NA
541,SOEL,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.24709395,0.0701234999999999,0.073898084665,67.89,5.09,NA,NA
542,SOEL,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.967185935,0.042440277,0.034330753512000003,37.86,2.1,NA,NA
543,SOEL,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.979396745,0.073794241,0.11234746593,95.08,7.11,NA,NA
544,MESC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.230129234,0.0508603842,0.100709810286,112.94,11.98,NA,NA
545,MESC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.770653926,0.066023969,0.219917909292,246.7,24.62,NA,NA
546,MESC,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.46300081,0.0549363715499999,0.1345964369925,140.09,13.68,NA,NA
547,ENDE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218.723456498,0.037579276,0.131848544182,208.65,19.03,NA,NA
548,ENDE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.641735749,0.05816828455,0.149283971334,185.71,14.83,NA,NA
549,ENDE,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.34080572,0.0392370118,0.083696005348,157.97,9.15,NA,NA
550,PLPA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58862428,0.0381399479999999,0.003528961409,4.14,0.289,NA,NA
551,PLPA2,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3372488,0.01789310535,9.3412836e-4,1.37,0.073,NA,NA
552,OECA10,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.419267,0.0231963658,0.00259134837,2.637,0.054,NA,NA
553,OECA10,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43068795,0.0182040685499999,0.001240121708,1.51,0.053,NA,NA
554,OECA10,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11493251,0.01753594025,6.71331651e-4,2.24,0.14,NA,NA
555,CHSE7,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09537258,0.0259691681999999,0.002493314262,3.78,0.177,NA,NA
556,CHSES,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95224628,0.01599204685,7.0570956e-4,1.64,0.02,NA,NA
557,CHSES,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92844926,0.0153055025,9.1196317e-4,0.74,0.101,NA,NA
558,BREUC2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.65279027,0.05201543,0.04674847822,50.07,2.94,NA,NA
559,BREUC2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.88263988,0.0676897369999999,0.073928318885,56.14,6.176,NA,NA
560,BREUC2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.983352123,0.0691161138999999,0.089365598265,77.78,6.31,NA,NA
561,HYFIC,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97503977,0.083142817,0.11883520511,79.41,6.83,NA,NA
562,POOL,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.156500677,0.0464272176999999,0.0332454997189999,24.45,1.476,NA,NA
563,POOL,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.144559794,0.0317678245,0.016245131549,16.23,0.82,NA,NA
564,POOL,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.730886957,0.0264340340499999,0.008876527659,16.44,0.81,NA,NA
565,MUAR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.116533063,0.0999397909999999,0.364351941059,343.77,67.57,NA,NA
566,MUAR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.946405658,0.0993931624999999,0.285555682112,247.51,52.65,NA,NA
567,MUAR2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.022011229,0.1047755612,0.509579826984,512.55,138.2,NA,NA
568,SAAB,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.957501099,0.0319621991,0.006667631494,6.41,0.49,NA,NA
569,SAAB,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24372653,0.0284723775999999,0.004725978142,8.09,0.442,NA,NA
570,SAAB,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21171815,0.0396330251999999,0.0126552472325,9.88,1.02,NA,NA
571,POHA5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.581527187,0.0283770075,0.0346856662018,45.3,2.6,NA,NA
572,POHA5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.122930579,0.0252682109,0.0141133465659,24.49,1.596,NA,NA
573,POHA5,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.093255314,0.0341357161999999,0.0184407699335,22.75,1.98,NA,NA
574,SEFLF,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7548866,0.1026236529,0.177213875899999,127.53,5.431,NA,NA
575,SEFLF,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.534127985,0.065187735,0.06766407132,64.42,2.05,NA,NA
576,SEFLF,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7942980799999,0.0519204521999999,0.02211557232,28.95,0.943,NA,NA
577,ERAB2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.967463778,0.037170723,0.0072067413617,11.36,0.86,NA,NA
578,ERAB2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.706975703,0.0356496018999999,0.0096352187712,12.84,1.497,NA,NA
579,ERAB2,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.774415911,0.0346439094499999,0.0089016240025,31.57,1.66,NA,NA
580,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.83628937,0.0877572054999999,0.083668526962,114.56,6.56,NA,NA
581,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41179108,0.066581445,0.02314973235,30.47,2.31,NA,NA
582,ZIGR,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38690506,0.0931583539999999,0.13484345442,103.01,8.92,NA,NA
583,SEBA3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.245160581,0.0448889867499999,0.010419518534,40.23,1.885,NA,NA
584,SEBA3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97728985,0.0211329138499999,0.002994674932,10.66,0.57,NA,NA
585,SEBA3,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24278679,0.027831913,0.004044021445,14.34,0.72,NA,NA
586,SPHA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25589304,0.038003125,0.003065429407,8.29,0.426,NA,NA
587,SPHA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.39425508,0.0447728996499999,0.0114745132229999,11.57,1.007,NA,NA
